Zipcode,City,State,Zone,Country,Airport,Airport Name,Airport Zip Code,Airport Country
8550,PRINCETON JCT,NJ,3,United States,EWR,Newark,7114,United States
8553,ROCKY HILL,NJ,3,United States,EWR,Newark,7114,United States
8555,ROOSEVELT,NJ,3,United States,EWR,Newark,7114,United States
8558,SKILLMAN,NJ,3,United States,EWR,Newark,7114,United States
8561,WINDSOR,NJ,3,United States,EWR,Newark,7114,United States
8570,CRANBURY,NJ,3,United States,EWR,Newark,7114,United States
8648,LAWRENCEVILLE,NJ,3,United States,EWR,Newark,7114,United States
8701,LAKEWOOD,NJ,3,United States,EWR,Newark,7114,United States
8720,ALLENWOOD,NJ,3,United States,EWR,Newark,7114,United States
8721,BAYVILLE,NJ,3,United States,EWR,Newark,7114,United States
8722,BEACHWOOD,NJ,3,United States,EWR,Newark,7114,United States
8723,OSBORNSVILLE,NJ,3,United States,EWR,Newark,7114,United States
8724,BRICK,NJ,3,United States,EWR,Newark,7114,United States
8730,BRIELLE,NJ,3,United States,EWR,Newark,7114,United States
8732,ISLAND HEIGHTS,NJ,3,United States,EWR,Newark,7114,United States
8733,LAKEHURST,NJ,3,United States,EWR,Newark,7114,United States
8734,LANOKA HARBOR,NJ,3,United States,EWR,Newark,7114,United States
8735,LAVALLETTE,NJ,3,United States,EWR,Newark,7114,United States
8736,MANASQUAN,NJ,3,United States,EWR,Newark,7114,United States
8738,MANTOLOKING,NJ,3,United States,EWR,Newark,7114,United States
8742,BAY HEAD,NJ,3,United States,EWR,Newark,7114,United States
8750,SEA GIRT,NJ,3,United States,EWR,Newark,7114,United States
8751,SEASIDE HEIGHTS,NJ,3,United States,EWR,Newark,7114,United States
8752,SEASIDE PARK,NJ,3,United States,EWR,Newark,7114,United States
8753,TOMS RIVER,NJ,3,United States,EWR,Newark,7114,United States
8754,TOMS RIVER,NJ,3,United States,EWR,Newark,7114,United States
8755,TOMS RIVER,NJ,3,United States,EWR,Newark,7114,United States
8756,TOMS RIVER,NJ,3,United States,EWR,Newark,7114,United States
8757,TOMS RIVER,NJ,3,United States,EWR,Newark,7114,United States
8758,WARETOWN,NJ,3,United States,EWR,Newark,7114,United States
8759,WHITING,NJ,3,United States,EWR,Newark,7114,United States
8803,BAPTISTOWN,NJ,3,United States,EWR,Newark,7114,United States
8804,BLOOMSBURY,NJ,3,United States,EWR,Newark,7114,United States
8805,BOUND BROOK,NJ,3,United States,EWR,Newark,7114,United States
8807,SOMERVILLE,NJ,3,United States,EWR,Newark,7114,United States
8808,BROADWAY,NJ,3,United States,EWR,Newark,7114,United States
8810,DAYTON,NJ,3,United States,EWR,Newark,7114,United States
8812,DUNELLEN,NJ,3,United States,EWR,Newark,7114,United States
8816,EAST BRUNSWICK,NJ,3,United States,EWR,Newark,7114,United States
8817,EDISON,NJ,3,United States,EWR,Newark,7114,United States
8818,EDISON,NJ,3,United States,EWR,Newark,7114,United States
8820,EDISON,NJ,3,United States,EWR,Newark,7114,United States
8821,FLAGTOWN,NJ,3,United States,EWR,Newark,7114,United States
8823,FRANKLIN PARK,NJ,3,United States,EWR,Newark,7114,United States
8824,KENDALL PARK,NJ,3,United States,EWR,Newark,7114,United States
8825,FRENCHTOWN,NJ,3,United States,EWR,Newark,7114,United States
8828,HELMETTA,NJ,3,United States,EWR,Newark,7114,United States
8830,ISELIN,NJ,3,United States,EWR,Newark,7114,United States
8831,JAMESBURG,NJ,3,United States,EWR,Newark,7114,United States
8832,KEASBEY,NJ,3,United States,EWR,Newark,7114,United States
8834,LITTLE YORK,NJ,3,United States,EWR,Newark,7114,United States
8835,MANVILLE,NJ,3,United States,EWR,Newark,7114,United States
8836,MARTINSVILLE,NJ,3,United States,EWR,Newark,7114,United States
8837,EDISON,NJ,3,United States,EWR,Newark,7114,United States
8840,METUCHEN,NJ,3,United States,EWR,Newark,7114,United States
8844,HILLSBOROUGH,NJ,3,United States,EWR,Newark,7114,United States
8846,MIDDLESEX,NJ,3,United States,EWR,Newark,7114,United States
8848,MILFORD,NJ,3,United States,EWR,Newark,7114,United States
8850,MILLTOWN,NJ,3,United States,EWR,Newark,7114,United States
8852,MONMOUTH JUNCTION,NJ,3,United States,EWR,Newark,7114,United States
8853,NESHANIC STA,NJ,3,United States,EWR,Newark,7114,United States
8854,PISCATAWAY,NJ,3,United States,EWR,Newark,7114,United States
8855,PISCATAWAY,NJ,3,United States,EWR,Newark,7114,United States
8857,OLD BRIDGE,NJ,3,United States,EWR,Newark,7114,United States
8858,OLDWICK,NJ,3,United States,EWR,Newark,7114,United States
8859,PARLIN,NJ,3,United States,EWR,Newark,7114,United States
8861,PERTH AMBOY,NJ,3,United States,EWR,Newark,7114,United States
8862,PERTH AMBOY,NJ,3,United States,EWR,Newark,7114,United States
8863,PERTH AMBOY,NJ,3,United States,EWR,Newark,7114,United States
8865,PHILLIPSBURG,NJ,3,United States,EWR,Newark,7114,United States
8866,BRAINARDS,NJ,3,United States,EWR,Newark,7114,United States
8867,PITTSTOWN,NJ,3,United States,EWR,Newark,7114,United States
8869,RARITAN,NJ,3,United States,EWR,Newark,7114,United States
8871,SAYREVILLE,NJ,3,United States,EWR,Newark,7114,United States
8872,SAYREVILLE,NJ,3,United States,EWR,Newark,7114,United States
8873,SOMERSET,NJ,3,United States,EWR,Newark,7114,United States
8875,SOMERSET,NJ,3,United States,EWR,Newark,7114,United States
8876,NORTH BRANCH,NJ,3,United States,EWR,Newark,7114,United States
8877,SOUTH RIVER,NJ,3,United States,EWR,Newark,7114,United States
8878,LAURENCE HARBOR,NJ,3,United States,EWR,Newark,7114,United States
8879,LAURENCE HARBOR,NJ,3,United States,EWR,Newark,7114,United States
8880,SOUTH BOUND BROOK,NJ,3,United States,EWR,Newark,7114,United States
8882,SOUTH RIVER,NJ,3,United States,EWR,Newark,7114,United States
8884,SPOTSWOOD,NJ,3,United States,EWR,Newark,7114,United States
8886,STEWARTSVILLE,NJ,3,United States,EWR,Newark,7114,United States
8887,THREE BRIDGES,NJ,3,United States,EWR,Newark,7114,United States
8888,HOLLAND,NJ,3,United States,EWR,Newark,7114,United States
8890,ZAREPHATH,NJ,3,United States,EWR,Newark,7114,United States
8899,EDISON,NJ,3,United States,EWR,Newark,7114,United States
8901,NEW BRUNSWICK,NJ,3,United States,EWR,Newark,7114,United States
8902,NORTH BRUNSWICK,NJ,3,United States,EWR,Newark,7114,United States
8903,NEW BRUNSWICK,NJ,3,United States,EWR,Newark,7114,United States
8904,HIGHLAND PARK,NJ,3,United States,EWR,Newark,7114,United States
8905,NEW BRUNSWICK,NJ,3,United States,EWR,Newark,7114,United States
8906,NEW BRUNSWICK,NJ,3,United States,EWR,Newark,7114,United States
8922,NEW BRUNSWICK,NJ,3,United States,EWR,Newark,7114,United States
8933,NEW BRUNSWICK,NJ,3,United States,EWR,Newark,7114,United States
8988,NEW BRUNSWICK,NJ,3,United States,EWR,Newark,7114,United States
8989,NEW BRUNSWICK,NJ,3,United States,EWR,Newark,7114,United States
10038,PECK SLIP,NY,3,United States,EWR,Newark,7114,United States
10300,STATEN ISLAND,NY,3,United States,EWR,Newark,7114,United States
10301,STATEN ISLAND,NY,3,United States,EWR,Newark,7114,United States
10302,STATEN ISLAND,NY,3,United States,EWR,Newark,7114,United States
10303,STATEN ISLAND,NY,3,United States,EWR,Newark,7114,United States
10304,STATEN ISLAND,NY,3,United States,EWR,Newark,7114,United States
10305,STATEN ISLAND,NY,3,United States,EWR,Newark,7114,United States
10306,STATEN ISLAND,NY,3,United States,EWR,Newark,7114,United States
10307,STATEN ISLAND,NY,3,United States,EWR,Newark,7114,United States
10308,STATEN ISLAND,NY,3,United States,EWR,Newark,7114,United States
10309,STATEN ISLAND,NY,3,United States,EWR,Newark,7114,United States
10310,STATEN ISLAND,NY,3,United States,EWR,Newark,7114,United States
10311,STATEN ISLAND,NY,3,United States,EWR,Newark,7114,United States
10312,STATEN ISLAND,NY,3,United States,EWR,Newark,7114,United States
10313,STATEN ISLAND,NY,3,United States,EWR,Newark,7114,United States
10314,STATEN ISLAND,NY,3,United States,EWR,Newark,7114,United States
10581,RYE,NY,3,United States,EWR,Newark,7114,United States
10987,TUXEDO PARK,NY,3,United States,EWR,Newark,7114,United States
10998,WESTTOWN,NY,3,United States,EWR,Newark,7114,United States
11583,VALLEY STREAM,NY,3,United States,EWR,Newark,7114,United States
11783,SEAFORD,NY,3,United States,EWR,Newark,7114,United States
11801,HICKSVILLE,NY,3,United States,EWR,Newark,7114,United States
11802,HICKSVILLE,NY,3,United States,EWR,Newark,7114,United States
11803,PLAINVIEW,NY,3,United States,EWR,Newark,7114,United States
11804,OLD BETHPAGE,NY,3,United States,EWR,Newark,7114,United States
11805,HICKSVILLE,NY,3,United States,EWR,Newark,7114,United States
11815,HICKSVILLE,NY,3,United States,EWR,Newark,7114,United States
11819,HICKSVILLE,NY,3,United States,EWR,Newark,7114,United States
11854,HICKSVILLE,NY,3,United States,EWR,Newark,7114,United States
11855,HICKSVILLE,NY,3,United States,EWR,Newark,7114,United States
12764,NARROWSBURG,NY,3,United States,EWR,Newark,7114,United States
12771,PORT JERVIS,NY,3,United States,EWR,Newark,7114,United States
14707,ALLENTOWN,NY,3,United States,EWR,Newark,7114,United States
18042,WILLIAMS TOWNSHIP,PA,3,United States,EWR,Newark,7114,United States
18044,EASTON,PA,3,United States,EWR,Newark,7114,United States
18357,Skytop,PA,3,United States,EWR,Newark,7114,United States
93202,ARMONA,CA,9,United States,FAT,FRESNO,93727,United States
93204,AVENAL,CA,9,United States,FAT,FRESNO,93727,United States
93206,BUTTONWILLOW,CA,9,United States,FAT,FRESNO,93727,United States
93210,COALINGA,CA,9,United States,FAT,FRESNO,93727,United States
93212,CORCORAN,CA,9,United States,FAT,FRESNO,93727,United States
93215,DELANO,CA,9,United States,FAT,FRESNO,93727,United States
93216,DELANO,CA,9,United States,FAT,FRESNO,93727,United States
93221,EXETER,CA,9,United States,FAT,FRESNO,93727,United States
93223,FARMERSVILLE,CA,9,United States,FAT,FRESNO,93727,United States
93224,FELLOWS,CA,9,United States,FAT,FRESNO,93727,United States
93227,GOSHEN,CA,9,United States,FAT,FRESNO,93727,United States
93230,HANFORD,CA,9,United States,FAT,FRESNO,93727,United States
93232,HANFORD,CA,9,United States,FAT,FRESNO,93727,United States
93234,HURON,CA,9,United States,FAT,FRESNO,93727,United States
93235,IVANHOE,CA,9,United States,FAT,FRESNO,93727,United States
93240,LAKE ISABELLA,CA,9,United States,FAT,FRESNO,93727,United States
93242,LATON,CA,9,United States,FAT,FRESNO,93727,United States
93244,LEMON COVE,CA,9,United States,FAT,FRESNO,93727,United States
93245,LEMOORE NAVAL AIR STATION,CA,9,United States,FAT,FRESNO,93727,United States
93246,LEMOORE,CA,9,United States,FAT,FRESNO,93727,United States
93247,LINDSAY,CA,9,United States,FAT,FRESNO,93727,United States
93250,MCFARLAND,CA,9,United States,FAT,FRESNO,93727,United States
93251,MCKITTRICK,CA,9,United States,FAT,FRESNO,93727,United States
93256,PIXLEY,CA,9,United States,FAT,FRESNO,93727,United States
93257,PORTERVILLE,CA,9,United States,FAT,FRESNO,93727,United States
93258,PORTERVILLE,CA,9,United States,FAT,FRESNO,93727,United States
93263,SHAFTER,CA,9,United States,FAT,FRESNO,93727,United States
93266,STRATFORD,CA,9,United States,FAT,FRESNO,93727,United States
93267,STRATHMORE,CA,9,United States,FAT,FRESNO,93727,United States
93270,TERRA BELLA,CA,9,United States,FAT,FRESNO,93727,United States
93272,TIPTON,CA,9,United States,FAT,FRESNO,93727,United States
93274,TULARE,CA,9,United States,FAT,FRESNO,93727,United States
93275,TULARE,CA,9,United States,FAT,FRESNO,93727,United States
93277,VISALIA,CA,9,United States,FAT,FRESNO,93727,United States
93278,VISALIA,CA,9,United States,FAT,FRESNO,93727,United States
93279,VISALIA,CA,9,United States,FAT,FRESNO,93727,United States
93280,WASCO,CA,9,United States,FAT,FRESNO,93727,United States
93282,WAUKENA,CA,9,United States,FAT,FRESNO,93727,United States
93286,WOODLAKE,CA,9,United States,FAT,FRESNO,93727,United States
93290,VISALIA,CA,9,United States,FAT,FRESNO,93727,United States
93291,VISALIA,CA,9,United States,FAT,FRESNO,93727,United States
93292,VISALIA,CA,9,United States,FAT,FRESNO,93727,United States
93301,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93302,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93303,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93304,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93305,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93306,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93307,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93308,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93309,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93311,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93312,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93314,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93321,GREENACRES,CA,9,United States,FAT,FRESNO,93727,United States
93380,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93381,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93382,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93384,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93385,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93386,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93387,BAKERFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93388,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93389,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93390,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93399,BAKERSFIELD,CA,9,United States,FAT,FRESNO,93727,United States
93458,SANTA MARIA,CA,9,United States,FAT,FRESNO,93727,United States
93606,RIVERDALE,CA,9,United States,FAT,FRESNO,93727,United States
93607,BURREL,CA,9,United States,FAT,FRESNO,93727,United States
93609,CARUTHERS,CA,9,United States,FAT,FRESNO,93727,United States
93610,CHOWCHILLA,CA,9,United States,FAT,FRESNO,93727,United States
93611,CLOVIS,CA,9,United States,FAT,FRESNO,93727,United States
93612,CLOVIS,CA,9,United States,FAT,FRESNO,93727,United States
93613,CLOVIS,CA,9,United States,FAT,FRESNO,93727,United States
93615,CUTLER,CA,9,United States,FAT,FRESNO,93727,United States
93616,DEL REY,CA,9,United States,FAT,FRESNO,93727,United States
93618,DINUBA,CA,9,United States,FAT,FRESNO,93727,United States
93620,DOS PALOS,CA,9,United States,FAT,FRESNO,93727,United States
93622,FIREBAUGH,CA,9,United States,FAT,FRESNO,93727,United States
93624,FIVE POINTS,CA,9,United States,FAT,FRESNO,93727,United States
93625,FOWLER,CA,9,United States,FAT,FRESNO,93727,United States
93626,FRIANT,CA,9,United States,FAT,FRESNO,93727,United States
93627,HELM,CA,9,United States,FAT,FRESNO,93727,United States
93630,KERMAN,CA,9,United States,FAT,FRESNO,93727,United States
93631,KINGSBURG,CA,9,United States,FAT,FRESNO,93727,United States
93634,LAKESHORE,CA,9,United States,FAT,FRESNO,93727,United States
93636,Madera,CA,9,United States,FAT,FRESNO,93727,United States
93637,MADERA,CA,9,United States,FAT,FRESNO,93727,United States
93638,MADERA,CA,9,United States,FAT,FRESNO,93727,United States
93639,MADERA,CA,9,United States,FAT,FRESNO,93727,United States
93640,MENDOTA,CA,9,United States,FAT,FRESNO,93727,United States
93645,O NEALS,CA,9,United States,FAT,FRESNO,93727,United States
93646,SQUAW VALLEY,CA,9,United States,FAT,FRESNO,93727,United States
93647,OROSI,CA,9,United States,FAT,FRESNO,93727,United States
93648,PARLIER,CA,9,United States,FAT,FRESNO,93727,United States
93650,PINEDALE,CA,9,United States,FAT,FRESNO,93727,United States
93652,RAISIN,CA,9,United States,FAT,FRESNO,93727,United States
93654,REEDLEY,CA,9,United States,FAT,FRESNO,93727,United States
93656,RIVERDALE,CA,9,United States,FAT,FRESNO,93727,United States
93657,SANGER,CA,9,United States,FAT,FRESNO,93727,United States
93660,SAN JOAQUIN,CA,9,United States,FAT,FRESNO,93727,United States
93662,SELMA,CA,9,United States,FAT,FRESNO,93727,United States
93665,SOUTH DOS PALOS,CA,9,United States,FAT,FRESNO,93727,United States
93666,SULTANA,CA,9,United States,FAT,FRESNO,93727,United States
93668,TRANQUILLITY,CA,9,United States,FAT,FRESNO,93727,United States
93670,YETTEM,CA,9,United States,FAT,FRESNO,93727,United States
93673,TRAVER,CA,9,United States,FAT,FRESNO,93727,United States
93701,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93702,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93703,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93704,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93705,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93706,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93707,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93708,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93709,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93710,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93711,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93712,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93714,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93715,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93716,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93717,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93718,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93720,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93721,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93722,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93724,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93725,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93726,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93727,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93728,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93729,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93740,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93741,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93744,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93745,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93747,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93750,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93755,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93760,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93761,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93762,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93764,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93765,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93771,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93772,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93773,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93774,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93775,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93776,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93777,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93778,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93779,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93780,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93784,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93786,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93790,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93791,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93792,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93793,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93794,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93844,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
93888,FRESNO,CA,9,United States,FAT,FRESNO,93727,United States
95301,ATWATER,CA,9,United States,FAT,FRESNO,93727,United States
95303,BALLICO,CA,9,United States,FAT,FRESNO,93727,United States
95312,CRESSEY,CA,9,United States,FAT,FRESNO,93727,United States
95315,DELHI,CA,9,United States,FAT,FRESNO,93727,United States
95316,DENAIR,CA,9,United States,FAT,FRESNO,93727,United States
95321,GROVELAND,CA,9,United States,FAT,FRESNO,93727,United States
95326,HUGHSON,CA,9,United States,FAT,FRESNO,93727,United States
95328,KEYES,CA,9,United States,FAT,FRESNO,93727,United States
95333,LE GRAND,CA,9,United States,FAT,FRESNO,93727,United States
95334,LIVINGSTON,CA,9,United States,FAT,FRESNO,93727,United States
95340,MERCED,CA,9,United States,FAT,FRESNO,93727,United States
95341,MERCED,CA,9,United States,FAT,FRESNO,93727,United States
95342,ATWATER,CA,9,United States,FAT,FRESNO,93727,United States
95343,MERCED,CA,9,United States,FAT,FRESNO,93727,United States
95344,MERCED,CA,9,United States,FAT,FRESNO,93727,United States
95348,MERCED,CA,9,United States,FAT,FRESNO,93727,United States
95365,PLANADA,CA,9,United States,FAT,FRESNO,93727,United States
95380,TURLOCK,CA,9,United States,FAT,FRESNO,93727,United States
95381,TURLOCK,CA,9,United States,FAT,FRESNO,93727,United States
95388,WINTON,CA,9,United States,FAT,FRESNO,93727,United States
95397,MODESTO,CA,9,United States,FAT,FRESNO,93727,United States
33004,DANIA,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33008,HALLANDALE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33009,HALLANDALE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33019,HOLLYWOOD,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33020,HOLLYWOOD,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33021,PEMBROKE PARK,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33022,HOLLYWOOD,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33023,MIRAMAR,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33024,PEMBROKE PINES,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33025,MIRAMAR,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33026,PEMBROKE PINES,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33027,MIRAMAR,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33028,PEMBROKE PINES,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33029,MIRAMAR,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33060,POMPANO BEACH,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33061,POMPANO BEACH,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33062,HILLSBORO BEACH,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33063,COCONUT CREEK,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33064,POMPANO BEACH,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33065,CORAL SPRINGS,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33066,COCONUT CREEK,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33067,PARKLAND,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33068,MARGATE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33069,POMPANO BEACH,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33071,CORAL SPRINGS,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33072,POMPANO BEACH,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33073,PARKLAND,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33074,LIGHTHOUSE POINT,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33075,CORAL SPRINGS,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33076,PARKLAND,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33077,POMPANO BEACH,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33081,HOLLYWOOD,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33082,PEMBROKE PINES,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33083,WEST HOLLYWOOD,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33084,PEMBROKE PINES,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33162,NORTH MIAMI BEACH,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33300,FORT LAUDERDALE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33301,FORT LAUDERDALE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33302,FORT LAUDERDALE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33303,FORT LAUDERDALE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33304,OAKLAND PARK,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33305,OAKLAND PARK,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33306,FORT LAUDERDALE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33307,OAKLAND PARK,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33308,FORT LAUDERDALE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33309,FORT LAUDERDALE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33310,FORT LAUDERDALE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33311,LAUDERDALE LAKES,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33312,FORT LAUDERDALE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33313,CITY OF SUNRISE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33314,DAVIE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33315,FORT LAUDERDALE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33316,FORT LAUDERDALE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33317,FORT LAUDERDALE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33318,PLANTATION,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33319,TAMARAC,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33320,TAMARAC,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33321,FORT LAUDERDALE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33322,SUNRISE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33323,SUNRISE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33324,FORT LAUDERDALE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33325,SUNRISE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33326,WESTON,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33327,WESTON,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33328,COOPER CITY,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33329,DAVIE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33330,COOPER CITY,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33331,DAVIE,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
33332,WESTON,FL,6,United States,FLL,FORT LAUDERDALE,33315,United States
